BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD
2018-BFN-0007581,SKILLSUSA COLORADO,7711 E ACADEMY BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-24 14:47:39.000001,2019-10-24 00:00:00,172185.0,7711 E Academy Blvd,None,Denver,CO,None,5,3,04405,3170098.0,1688065.0
2004-BFN-1012429,COLUMBINE STEAK HOUSE & LOUNGE,300 N FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 09:58:16,2020-01-03 00:00:00,246176.0,300 N Federal Blvd,None,Denver,CO,None,7,4,01000,3133662.0,1687962.0
2001-BFN-58513,AVENUE GRILL,630 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-07 11:03:58,2019-11-28 00:00:00,236324.0,630 E 17th Ave,None,Denver,CO,None,10,6,02602,3146506.0,1695965.0
2002-BFN-97796,TASTE OF INDIA,901 S ONEIDA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-08 15:58:35,2020-02-04 00:00:00,136195.0,901 S Oneida St,None,Denver,CO,None,5,3,05002,3166431.0,1680400.0
2018-BFN-0005852,"GRANT AVENUE COMMUNITY CENTER & SACRED PLACE, INC",216 S GRANT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-08-27 11:53:34.000001,2019-08-27 00:00:00,81470.0,216 S Grant St,None,Denver,CO,None,7,3,02802,3145262.0,1684884.0
2010-BFN-1046180,BLAKE STREET TAVERN,2301 BLAKE ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-14 12:15:32,2019-05-18 00:00:00,43259.0,2301 Blake St,None,Denver,CO,None,9,6,01600,3143264.0,1701270.0
2006-BFN-1021495,JOY WINE AND SPIRITS,1302 E 6TH AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-06-23 00:00:00,2016-06-23 00:00:00,None,None,None,None,None,None,10,3,03203,3148674.0,1689517.0
2008-BFN-1036996,TONY ROMAS/ MY EXPRESS GRILL/ AL FRESCO/ CANTINA LAREDO,1020 15TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-09 13:23:33,2020-01-25 00:00:00,55244.0,1020 15th St,None,Denver,CO,None,9,6,01702,3141496.0,1697113.0
2006-BFN-1018769,FIRESIDE LOUNGE-RAMADA INN,2601 ZUNI ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-25 14:55:00.000001,2019-06-04 00:00:00,48102.0,2601 N Zuni St,None,Denver,CO,None,1,1,00600,3135850.0,1700412.0
2012-BFN-1062360,CATFISH HAVEN OF DENVER,4650 TOWER RDUNIT 108-110 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-07-05 12:26:25.000001,2019-06-20 00:00:00,5333.0,4650 N Tower Rd,None,Denver,CO,None,11,5,08303,3204757.0,1710207.0
2012-BFN-1063197,THE GOODS,2550 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-20 12:16:21,2020-02-11 00:00:00,228643.0,2550 E Colfax Ave,None,Denver,CO,None,10,2,03702,3152822.0,1694880.0
2019-BFN-0000851,"SO ALL MAY EAT, INC",144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-19 08:49:39,2020-02-19 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2012-BFN-1061908,SYRUP DOWNTOWN,999 18TH STSUITE 105 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-11-19 10:52:41,2019-12-11 00:00:00,55115.0,999 18th St,None,Denver,CO,None,9,6,01702,3143027.0,1698178.0
2003-BFN-1005467,PEI WEI ASIAN DINER,200 QUEBEC STBLDG 100 #115 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-09 12:28:50,2019-06-16 00:00:00,220910.0,200 N Quebec St,None,Denver,CO,None,5,3,04405,3167991.0,1688019.0
2003-BFN-1005234,DOWNING STREET LIQUORS,1038 E 22ND AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2018-05-31 12:01:53,2019-05-29 00:00:00,246280.0,1038 E 22nd Ave,None,Denver,CO,None,9,6,02402,3148020.0,1698256.0
2015-BFN-0008076,SMASHBURGER #1009,7305 E 35TH AVEUNIT 165 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-03-04 12:11:55,2020-01-19 00:00:00,270044.0,7305 E 35th Ave Unit 165,None,Denver,CO,None,8,5,04105,3168223.0,1704390.0
2018-BFN-0004771,"LIGHTHOUSE WRITERS WORKSHOP, INC",2644 W 32ND AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-17 12:20:10,2019-07-17 00:00:00,47771.0,2644 W 32nd Ave,None,Denver,CO,None,1,1,00402,3134916.0,1702762.0
2002-BFN-34518,COLORADO CONVENTION CENTER,700 14TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-31 11:24:00,2019-05-30 00:00:00,None,None,None,None,None,None,9,6,01702,3141604.0,1695616.0
2012-BFN-1063401,GLOBE HALL,4483 N LOGAN ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-11 07:32:19,2020-03-14 00:00:00,369061.0,4483 N Logan St,None,Denver,CO,None,9,1,01500,3145441.0,1708686.0
2010-BFN-1046829,KAOS PIZZERIA,1439 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-08 16:16:48.000001,2019-06-30 00:00:00,104520.0,1439 S Pearl St,None,Denver,CO,None,7,3,03001,3146125.0,1676823.0
2001-BFN-90524,ANGELINA'S ITALIAN RESTAURANT,8100 W CRESTLINE AVESUITE # A-13 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-22 13:08:03,2019-10-15 00:00:00,352058.0,8100 W Crestline Ave # A-13,None,Denver,CO,None,2,4,12010,3115312.0,1650210.0
2018-BFN-0005975,UNITY ON THE AVENUE,4670 E 17TH AVENUE PKWY,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-04 09:52:32,2019-09-04 00:00:00,181668.0,4670 E 17th Avenue Pkwy,None,Denver,CO,None,8,2,04201,3159611.0,1696080.0
2012-BFN-1062460,TRADER JOE'S #310,790 N COLORADO BLVD,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2018-11-16 14:53:55,2019-12-05 00:00:00,391643.0,790 N Colorado Blvd,None,Denver,CO,None,5,2,04301,3157388.0,1690911.0
2018-BFN-0007951,MARIA EMPANADA,1700 PLATTE STSTE 160 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-01-24 11:47:46,2020-01-14 00:00:00,32589141.0,1700 Platte St Ste 160,None,Denver,CO,None,1,1,01102,3138760.0,1701534.0
2002-BFN-93628,DEVON'S PUB,4992 E HAMPDEN AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2019-01-23 16:33:33,2020-02-26 00:00:00,151418.0,4992 E Hampden Ave,None,Denver,CO,None,4,3,04004,3160725.0,1662972.0
2016-BFN-0003860,"GLYNN GLENN, LLC",1620 PLATTE ST B ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-06-27 00:00:00,2017-06-27 00:00:00,270154.0,1620 Platte St Unit B,None,Denver,CO,None,1,1,01102,3138440.0,1701190.0
2001-BFN-35156,PLAYA AZUL II,1423 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-10-09 09:50:23,2019-09-24 00:00:00,101146.0,1423 S Federal Blvd,None,Denver,CO,None,3,4,04602,3133562.0,1676805.0
2004-BFN-1012295,WAHOO'S FISH TACO,1233 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 11:33:37,2020-01-10 00:00:00,107949.0,1233 S Colorado Blvd,None,Denver,CO,None,6,3,03902,3157286.0,1678300.0
2003-BFN-1006446,CHIPOTLE MEXICAN GRILL,3600 W 32ND AVEUNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-08 15:55:21,2019-10-19 00:00:00,270008.0,3600 W 32nd Ave Unit A,None,Denver,CO,None,1,1,00303,3130745.0,1702755.0
2014-BFN-1074063,HOPDODDY BURGER BAR,1747 WYNKOOP ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-18 13:36:59,2019-09-29 00:00:00,473400.0,1747 Wynkoop St,None,Denver,CO,None,9,6,01701,3140848.0,1699735.0
2012-BFN-1060992,MADDIE'S RESTAURANT,2425 S DOWNING ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-10-08 07:56:12,2019-09-25 00:00:00,356896.0,2425 S Downing St,None,Denver,CO,None,6,3,03002,3148139.0,1670264.0
2007-BFN-1030686,LA BOHEME,1443 STOUT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-20 14:44:00,2020-03-03 00:00:00,55259.0,1443 Stout St,None,Denver,CO,None,9,6,01702,3142027.0,1696565.0
2013-BFN-1067642,COMMON GROUNDS A COFFEEHOUSE,2139 W 44TH AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-11-16 14:17:36,2019-12-17 00:00:00,32636.0,2139 W 44th Ave,None,Denver,CO,None,1,1,00202,3136841.0,1708168.0
2015-BFN-0002745,CARNITAS ESTILO MICHOACAN,3001 W EVANS AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-10-08 12:40:19,2019-10-28 00:00:00,165842.0,3001 W Evans Ave,None,Denver,CO,None,2,4,04603,3133399.0,1673250.0
2004-BFN-1011799,CUT RATE LIQUOR,1537 S FEDERAL BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-03-19 09:30:44,2019-05-03 00:00:00,227172.0,1537 S Federal Blvd,None,Denver,CO,None,2,4,04602,3133465.0,1676046.0
2002-BFN-48968,SHELL,1901 S SHERIDAN BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-08-10 13:44:59,2019-08-26 00:00:00,59392.0,1901 S Sheridan Blvd,None,Denver,CO,None,2,4,04700,3125607.0,1673576.0
2018-BFN-0004935,VOLUNTEERS FOR OUTDOOR COLORADO,2210 CALIFORNIA ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-23 13:50:38,2019-07-23 00:00:00,527125.0,2210 California St,None,Denver,CO,None,9,6,02403,3144935.0,1698820.0
2018-BFN-0003629,DENVER URBAN SCHOLARS,2219 W 32ND AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-06-25 08:37:20,2019-06-25 00:00:00,44776.0,2219 W 32nd Ave,None,Denver,CO,None,1,1,00402,3136829.0,1702905.0
2005-BFN-1018589,JAZZ AT JACK'S,500 16TH STSUITE 320 ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-25 12:56:38,2019-06-10 00:00:00,None,None,None,None,None,None,9,6,01702,3143046.0,1696397.0
2002-BFN-18500,SAFEWAY STORE #2246,757 E 20TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-01-18 14:58:28,2020-01-13 00:00:00,57275.0,757 E 20th Ave,None,Denver,CO,None,9,6,02402,3146910.0,1697792.0
2009-BFN-1039604,TAQUERIA MI PUEBLO,2300 FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-10 11:17:35,2019-07-07 00:00:00,52422.0,2300 N Federal Blvd,None,Denver,CO,None,1,1,00600,3133553.0,1698903.0
2012-BFN-1059902,THE 1UP ON COLFAX,717 E COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-11-19 09:27:17,2019-10-30 00:00:00,55626.0,717 E Colfax Ave,None,Denver,CO,None,10,6,02602,3146816.0,1694954.0
2018-BFN-0006797,SHELIFT,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-28 15:09:48,2019-09-28 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2007-BFN-1025226,NORDSTROM BAZILLE,2810 E 1ST AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-05-08 10:16:21.000001,2019-04-30 00:00:00,84963.0,2810 E 1st Ave,None,Denver,CO,None,10,3,03800,3153211.0,1686545.0
2009-BFN-1044035,MOE'S ORIGINAL BAR B QUE,530 BROADWAY ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-29 12:48:38,2020-04-28 00:00:00,78653.0,530 N Broadway,None,Denver,CO,None,7,3,02802,3144267.0,1689236.0
2019-BFN-0000174,WOMEN'S TRANSPORATION SEMINAR OF COLORADO,2000 E BUCHTEL BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-29 15:42:20,2020-01-29 00:00:00,158592.0,2000 E Buchtel Blvd,None,Denver,CO,None,6,3,03003,3151026.0,1674186.0
2002-BFN-12505,KING SOOPERS #19,3100 S SHERIDAN BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-05-18 12:13:48,2019-05-08 00:00:00,175532.0,3100 S Sheridan Blvd,None,Denver,CO,None,2,4,04801,3125925.0,1663633.0
2007-BFN-1029063,HACIENDA COLORADO,4100 E MEXICO AVEUNIT G ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-10 10:49:42,2020-02-21 00:00:00,270141.0,4100 E Mexico Ave Unit G,None,Denver,CO,None,6,3,05104,3157840.0,1675062.0
2002-BFN-73439,LITTLE OLLIES,2364 E 3RD AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-25 14:35:29,2019-05-20 00:00:00,183761.0,2364 E 3rd Ave,None,Denver,CO,None,10,3,03800,3152223.0,1687655.0
2017-BFN-0001710,SMOKIN YARD'S BBQ,900 W 1ST AVESUITE 100 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-29 12:51:16,2019-05-10 00:00:00,480980.0,900 W 1st Ave Unit 100,None,Denver,CO,None,7,3,02100,3141011.0,1686478.0
2001-BFN-97202,GIGGLING GRIZZLY,1320 20TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-18 12:40:06,2019-11-19 00:00:00,261489.0,1320 20th St,None,Denver,CO,None,9,6,01701,3142472.0,1699665.0
2018-BFN-0009030,SPIN ENTERPRISES INC,2041 LAWRENCE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-02 07:24:09.000001,2020-01-02 00:00:00,55027.0,2041 Lawrence St,None,Denver,CO,None,9,6,01600,3143056.0,1699581.0
2003-BFN-1004650,MEZCAL RESTAURANT LLC,3230 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-07-09 14:03:05,2019-06-17 00:00:00,177337.0,3230 E Colfax Ave,None,Denver,CO,None,10,2,03703,3155026.0,1694883.0
2002-BFN-83641,BAYON LIQUORS,3101 E COLFAX AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-02-20 08:57:34,2020-03-18 00:00:00,58484.0,3101 E Colfax Ave,None,Denver,CO,None,9,2,03701,3154396.0,1695058.0
2006-BFN-1024032,FRUITION RESTAURANT,1313 E 6TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 10:47:53,2020-01-24 00:00:00,182270.0,1313 E 6th Ave,None,Denver,CO,None,10,3,03203,3148670.0,1689652.0
2018-BFN-0005764,SOBO LIQUORS LLC,2035 S BROADWAY UNIT B ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2018-08-06 00:00:00,2019-08-06 00:00:00,264297.0,2035 S Broadway Unit B,None,Denver,CO,None,7,3,01403,3144121.0,1672863.0
2015-BFN-0007331,BROOKLYN'S FINEST PIZZA,5007 N LOWELL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 08:53:54,2020-02-03 00:00:00,188758.0,5007 N Lowell Blvd,None,Denver,CO,None,1,1,00101,3130666.0,1712151.0
2018-BFN-0002739,WHOLE FOODS MARKET,2375 E 1ST AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-11-06 09:18:14,2019-07-24 00:00:00,242936.0,2375 E 1st Ave,None,Denver,CO,None,10,3,03800,3152768.0,1687025.0
2013-BFN-1069307,VIC'S LIQUORS,7305 E 35TH AVE UNIT 120 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-01-29 14:06:19,2020-02-11 00:00:00,264049.0,7305 E 35th Ave Unit 120,None,Denver,CO,None,8,5,04105,3168223.0,1704390.0
2016-BFN-0000716,APB ENTERPRISES DBA BEAR VALLEY WINE & SPIRITS,3100 S SHERIDAN BLVDUNIT F ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-02-12 00:00:00,2017-02-12 00:00:00,270158.0,3100 S Sheridan Blvd Unit F,None,Denver,CO,None,2,4,04801,3127151.0,1664108.0
2019-BFN-0000637,DENVER ART SOCIETY,734 N SANTA FE DR,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-12 07:27:04,2020-02-12 00:00:00,221556.0,734 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3141056.0,1690439.0
2010-BFN-1047112,ABYSSINIA MARKET CAFE,4116 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-11-20 10:14:12.000001,2019-12-22 00:00:00,250807.0,4116 E Colfax Ave,None,Denver,CO,None,5,2,04301,3157751.0,1694898.0
2001-BFN-81129,CROWN LANES,2325 S FEDERAL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2017-10-17 07:57:53,2019-08-01 00:00:00,117159.0,2325 S Federal Blvd,None,Denver,CO,None,2,4,04603,3133083.0,1670779.0
2016-BFN-0008447,SPRUCE,4252 N TENNYSON ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-02-21 00:00:00,2020-03-16 00:00:00,28873.0,4252 N Tennyson St,None,Denver,CO,None,1,1,00301,3128263.0,1707443.0
2001-BFN-10595,SAFEWAY STORE NO 244,3800 W 44TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-01-18 14:18:19,2020-01-12 00:00:00,29410.0,3800 W 44th Ave,None,Denver,CO,None,1,1,00301,3130240.0,1707939.0
2002-BFN-53928,GARNER GALLERIA THEATRE,1385 CURTIS STUNIT 1B ,LIQUOR - ARTS,LICENSE ISSUED - ACTIVE,2019-02-20 16:00:17,2020-03-02 00:00:00,223947.0,1385 Curtis St,None,Denver,CO,None,9,6,01702,3141285.0,1696724.0
2014-BFN-1072042,MOON RIVER ASIAN BISTRO INC,320 BROADWAY SUITE C ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-10 10:17:34,2019-10-01 00:00:00,361630.0,320 N Broadway Ste C,None,Denver,CO,None,7,3,02802,3144267.0,1688068.0
2018-BFN-0006673,ST DOMINIC PARISH,2905 N FEDERAL BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-24 15:19:16,2019-09-24 00:00:00,47167.0,2905 N Federal Blvd,None,Denver,CO,None,1,1,00303,3133347.0,1701693.0
2009-BFN-1039631,MILO'S SPORTS TAVERN,6495 E EVANS AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-22 13:36:21,2019-07-08 00:00:00,141121.0,6495 E Evans Ave,None,Denver,CO,None,6,3,05200,3165166.0,1672658.0
2013-BFN-1067955,PATXI'S PIZZA,1598 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-14 08:34:47.000001,2019-11-25 00:00:00,450424.0,1598 E 17th Ave,None,Denver,CO,None,9,6,03102,3149437.0,1695969.0
2013-BFN-1064546,GRIMALDI'S PIZZERIA,500 16TH STUNIT 128 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-08 15:20:17,2020-04-09 00:00:00,263787.0,500 16th St Unit 128,None,Denver,CO,None,9,6,01702,3143046.0,1696397.0
2006-BFN-1023902,OUZO LIQUOR,7150 LEETSDALE DR # 308 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-03-11 07:56:29,2020-04-05 00:00:00,180148.0,7150 Leetsdale Dr #308,None,Denver,CO,None,6,3,05002,3167311.0,1679680.0
2006-BFN-1024019,OSAKA,3940 E EXPOSITION AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-20 12:00:28.000001,2020-03-01 00:00:00,174263.0,3940 E Exposition Ave,None,Denver,CO,None,6,3,03901,3157162.0,1681320.0
2008-BFN-1037849,PARK BURGER,1890 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-26 13:31:49,2020-04-21 00:00:00,188737.0,1890 S Pearl St,None,Denver,CO,None,7,3,03001,3146261.0,1673842.0
2019-BFN-0001759,DENVER ZINE LIBRARY,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-20 07:13:16,2020-03-20 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2008-BFN-1030937,HOLIDAY INN DENVER EAST STAPLETON,3333 N QUEBEC ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-11 13:12:27.000001,2020-03-02 00:00:00,12255.0,3333 N Quebec St,None,Denver,CO,None,8,2,04102,3167527.0,1704169.0
2018-BFN-0000102,BISHOP'S,3550 W 38TH AVESTE 40 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-04-19 09:23:14,2019-04-09 00:00:00,32578124.0,3550 W 38th Ave Ste 40,None,Denver,CO,None,1,1,00303,3130963.0,1705395.0
2005-BFN-1015974,DOWNTOWN PHILLIPS,2757 SPEER BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-01-18 13:12:21,2020-01-13 00:00:00,166478.0,2757 N Speer Blvd,None,Denver,CO,None,1,1,00600,3135996.0,1700707.0
2002-BFN-68618,TOM & JERRY'S LIQUOR STORE,1410 S SHERIDAN BLVD 3 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-09-18 12:18:34,2019-10-14 00:00:00,182855.0,1410 S Sheridan Blvd # 3,None,Denver,CO,None,3,4,04601,3125850.0,1676857.0
2018-BFN-0002946,PANDEMIC COLLECTIVE,5138 W 29TH AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-06-04 16:00:25,2019-06-04 00:00:00,50087.0,5138 W 29th Ave,None,Denver,CO,None,1,1,00501,3125655.0,1701390.0
2018-BFN-0008226,THE NEW DANCE THEATRE INCORPORATED,119 PARK AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-11-26 11:54:18,2019-11-26 00:00:00,54553.0,119 Park Ave W,None,Denver,CO,None,9,6,02403,3146651.0,1697772.0
2001-BFN-5788,PINEHURST COUNTRY CLUB,6255 W QUINCY AVE,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2019-01-08 12:06:02,2019-12-31 00:00:00,223377.0,6255 W Quincy Ave,None,Denver,CO,None,2,4,12001,3121578.0,1657905.0
2002-BFN-997,LITTLES LIQUORS,2390 S DOWNING ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-07-05 12:45:04.000001,2019-07-24 00:00:00,None,None,None,None,None,None,6,3,03004,3148285.0,1670546.0
2005-BFN-1018132,HIGHLAND TAVERN,3400 NAVAJO ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-09 14:27:24,2020-01-28 00:00:00,246277.0,3400 N Navajo St,None,Denver,CO,None,1,1,01102,3139430.0,1703742.0
2015-BFN-0007605,THE HANGOVER,770 N SHERIDAN BLVD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-20 14:11:58,2020-02-13 00:00:00,163793.0,770 N Sheridan Blvd,None,Denver,CO,None,3,1,00904,3125847.0,1690489.0
2017-BFN-0001944,LE MERIDIEN DENVER /AC HOTEL,1475 CALIFORNIA ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-08 15:20:12,2019-06-08 00:00:00,489701.0,1475 California St,None,Denver,CO,None,9,6,01702,3142380.0,1696355.0
2013-BFN-1070297,PROOF WINE & SPIRITS,3360 LARIMER ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2018-05-07 12:34:50,2019-04-29 00:00:00,271543.0,3360 Larimer St,None,Denver,CO,None,9,2,01600,3147369.0,1704252.0
2011-BFN-1055076,NEIGHBORS @ PARK HILL,2202 KEARNEY ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-10 10:54:30,2019-10-03 00:00:00,166601.0,2202 N Kearney St,None,Denver,CO,None,8,2,04202,3163882.0,1698443.0
2011-BFN-1053576,OUTBACK STEAKHOUSE #610,8601 W CROSS DR,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-26 10:50:02,2019-07-24 00:00:00,156967.0,8601 W Cross Dr,None,Denver,CO,None,2,4,12010,3114804.0,1649146.0
2012-BFN-1061357,7-ELEVEN STORE 35536B,450 FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-07-25 12:47:48.000001,2019-07-19 00:00:00,75587.0,450 N Federal Blvd,None,Denver,CO,None,7,4,01000,3133683.0,1688638.0
2019-BFN-0000768,GOOD SHEPHERD CATHOLIC PARISH IN DENVER,620 N ELIZABETH ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-12 07:57:03,2020-02-12 00:00:00,172523.0,620 N Elizabeth St,None,Denver,CO,None,10,2,03300,3152904.0,1689822.0
2002-BFN-88544,THE BLUE ICE,22 BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-07-02 09:19:38,2019-07-04 00:00:00,261468.0,22 N Broadway,None,Denver,CO,None,7,3,02802,3144225.0,1686481.0
